index	biography	name	fullName
5065	WENTWORTH, 2ND VISCOUNT, see Hon. Thomas Noel	WENTWORTH, 2ND VISCOUNT	2nd Viscount Wentworth
5066	WENTWORTH, BRIDGET (MILBANKE), LADY (d. 1774), 1st dau. of Sir Ralph Milbanke of Halnaby, Yorks; m. 1 Sir Butler Cavendish Wentworth (d. 1741), 2 1748 John Murray; see John Murray (c.1714-75).	WENTWORTH, BRIDGET	Bridget Wentworth
5067	WENTWORTH, GEN. THOMAS (c.1693- 1747) of Sunninghill, Berks, 2nd surv. s. of Sir Mathew Wentworth, 3rd Bt., and bro. of Sir William Wentworth, 4th Bt. of Bretton, Yorks; Univ. Coll. Oxf. 1710; m. 1720 Elizabeth Lord; army officer, lt. 1715, lt.-gen. 1745; MP 1743-7; amb.extra. Turin 1746-d.; d. Turin.	WENTWORTH, GEN. THOMAS	Gen. Thomas Wentworth
5068	WENTWORTH, SIR WILLIAM, 4TH BT. (1686-1763) of Bretton, Yorks, e. s. of Sir Mathew Wentworth; suc. fa. 1706 as 4th Bt.; m. 1720 Diana Blackett; MP 1731-41.	WENTWORTH, SIR WILLIAM, 4TH BT.	Sir William, 4th Bt. Wentworth
5069	WENTWORTH, probably William Wentworth, 1700-76, o. surv. s. of Peter Wentworth (bro. of 1st Ld. Raby); m. Susanna Slaughter.	WENTWORTH, probably William Wentworth, 1700-76, o. surv. s. of Peter Wentworth	Wentworth
5070	WENTWORTH	WENTWORTH	Wentworth
5071	WESCOMBE, MRS	WESCOMBE, MRS	Mrs Wescombe
5072	WEST, BENJAMIN (1738-1820), painter, b. Springfield, Philadelphia; left America 1760; settled in London 1763; exh. SA 1764-8, RA 1769-1819; PRA 1792.	WEST, BENJAMIN	Benjamin West
5073	WEST, JAMES (1742-95), o. s. of James West of Alscott Park, Glos; educ. Harrow and Glasgow U.; m. 1774 Sarah Wren; MP 1767-8; grand tour of Holland, France and Italy 1763 (Commons 2, 3:626).	WEST, JAMES	James West
5074	WEST, HON. JOHN (1693-1766), o. s. of 6th B. De La Warr; educ. Eton; MP 1715-22; m. 1 1721 Ldy. Charlotte MacCarthy (d. 1735), dau. of 4th E. of Clancarty [I], 2 1744 Anne Walker, wid. of 13th B. Abergavenny; suc. fa 1723 as 7th B.; army officer, maj. 1715, lt.-col. 1717, gen. 1765; KB 1725; FRS 1728; amb. Saxe-Gotha 1736; gov. Levant Co. 1736-d.; gov. New York 1737 and Guernsey 1752-66; cr. 1761 E. De La Warr.	WEST, HON. JOHN	Hon. John West
5075	WEST, SEPTIMIUS (1765-93), 6th s. of 2nd E. De La Warr.	WEST, SEPTIMIUS	Septimius West
5076	WEST, TEMPLE (1713-57) of London, yr. s. of Rev. Richard West; m. Frances Balchen; naval officer, lt. 1734, r.-adml. 1755; MP 1753-4.	WEST, TEMPLE	Temple West
5077	WEST	WEST	West
5078	WESTERN, THOMAS	WESTERN, THOMAS	Thomas Western
5079	WESTERN	WESTERN	Western
5080	WESTFALING, THOMAS	WESTFALING, THOMAS	Thomas Westfaling
5081	WESTMACOTT, RICHARD (1775-1856), sculptor, studied under his father, Richard Westmacott; Dilettanti 1817; exh. RA 1797-1839; ARA 1805, RA 1811; prof. of sculpture RA 1827; Kt. 1837.	WESTMACOTT, RICHARD	Richard Westmacott
5082	WESTMINSTER, 1ST MARQUESS, see Robert, Viscount Belgrave	WESTMINSTER, 1ST MARQUESS	1st Marquess Westminster
5083	WESTON, STEPHEN (1747-1830), antiquary and miscellaneous writer, e. s. of Stephen Weston of Exeter; educ. Blundell's school, Tiverton, and Exeter Oxf. 1764; fell. 1768-84; rect. of Little Hempston, Devon, 1784-1823; m. 1784 Penelope Tierney (d. 1789/90); FRS 1792; FSA 1794.	WESTON, STEPHEN	Stephen Weston
5084	WESTON	WESTON	Weston
5085	WHALEY	WHALEY	Whaley
5086	WHALLEY, RICHARD (1748-1816), s. of Rev. John Whalley; m. 1775 Elizabeth Frances Paine; ord. 1788; vic. of Harsington, Som., 1788-1800: Chelswood, Som., c.1800-d.	WHALLEY, RICHARD	Richard Whalley
5087	WHALLEY, THOMAS SEDGWICK (1746- 1828), poet and traveller, 3rd s. of Rev. John Whalley; St John's Camb. BA 1767; ord. c.1770; m. 1 1774 Elizabeth Jones (d. 1801), 2 1803 Miss Heathcote (d. 1807), 3 1813 Mrs Horneck; lived in Bath 1776-83; DD Edinburgh 1808;	WHALLEY, THOMAS SEDGWICK	Thomas Sedgwick Whalley
5088	WHARTON, PHILIP WHARTON, 1ST DUKE OF (1698-1731), o. s. of 1st M. of Wharton; sty. Vct. Winchendon 1706-15 when suc. fa. as 2nd M.; in Switzerland and France 1716; cr. D. of Northumberland [J] 1716 and D. of Wharton 1718; m. 1 1715 Martha Holmes (d. 1726), 2 1726 Theresa O'Beirne; min.plen.[J] Vienna Aug. 1725, env. [J] Madrid 1725-6; KG [J] 1726; forfeited his English honours and estates 1729.	WHARTON, PHILIP WHARTON, 1ST DUKE OF	Philip Wharton, 1st Duke Of Wharton
5089	WHARTON, REV. ROBERT (1751-1808), o. s. of Richard Wharton of Durham; Pembroke Camb. 1769; L.Inn 1768; m. 1787 Sarah Whaley; rect. of Sigglesthorne, Yorks; Archdeacon of Stowe 1791-1808; chancellor at Lincoln 1801-8.	WHARTON, REV. ROBERT	Rev. Robert Wharton
5090	WHATLEY, STEPHEN	WHATLEY, STEPHEN	Stephen Whatley
5091	WHATLEY	WHATLEY	Whatley
5092	WHEELER, see Hon. John Yorke	WHEELER	Wheeler
5093	WHEELER, see Whatley 1788	WHEELER	Wheeler
5094	WHEELOCK, BRYAN (d. 1735), employee of the Ministry of Trade, London; French-speaking steward of 3rd E. of Shaftesbury; m. Frances Whitney in Italy; see Anthony, 3rd Earl of Shaftesbury.	WHEELOCK, BRYAN	Bryan Wheelock
5095	WHETINHALL	WHETINHALL	Whetinhall
5096	WHITBREAD, SAMUEL (1764-1815), brewer, o. s. of Samuel Whitbread; educ. Eton and Ch.Ch. Oxf. 1780, St John's Camb. 1782; m. 1788 Ldy. Elizabeth Grey, dau. of 1st E. Grey; MP 1790-1815.	WHITBREAD, SAMUEL	Samuel Whitbread
5097	WHITBREAD	WHITBREAD	Whitbread
5098	WHITE, GARRETT	WHITE, GARRETT	Garrett White
5099	WHITE, JAMES	WHITE, JAMES	James White
5100	WHITE, THOMAS	WHITE, THOMAS	Thomas White
5101	WHITE	WHITE	White
5102	WHITEHEAD, WILLIAM (1715-85), poet and dramatist; Clare Hall Camb. 1735; fell. 1742; tutor to Ld. Villiers 1745-; sec. of the Order of the Bath 1756; poet laureate 1757; see George, Viscount Nuneham.	WHITEHEAD, WILLIAM	William Whitehead
5103	WHITELOCKE, JOHN CARLETON (1699- 1776) of Priorsfield, Dublin, o. s. of Carleton Whitelocke of Hersham, Surrey; entered army 1719; maj. in Col. Burrell's regt.	WHITELOCKE, JOHN CARLETON	John Carleton Whitelocke
5104	WHITHED, FRANCIS (1719-51) of Southwick Park, Hants, 2nd s. of Alexander Thistlethwayte; Wadham Oxf. 1737; suc. uncle 1733 taking name of Whithed; MP 1747-51; unm.; see John Chute.	WHITHED, FRANCIS	Francis Whithed
5105	WHITLEY, ELIZABETH and ROGER	WHITLEY, ELIZABETH and ROGER	Elizabeth And Roger Whitley
5106	WICKHAM, WILLIAM, see John Carleton Whitelocke	WICKHAM, WILLIAM	William Wickham
5107	WICKLOW, 1ST VISCOUNT, see Ralph Howard	WICKLOW, 1ST VISCOUNT	1st Viscount Wicklow
5108	WICKSTEAD, PHILIP (fl. 1763-86), painter; won Premiums at the SA 1763-5; said to have studied under Zoffany; exh. SA 1777-80 from Jamaica.	WICKSTEAD, PHILIP	Philip Wickstead
5109	WIGAN, JOHN (1696-1739), physician and author, s. of William Wigan, rect. of Kensington; Ch.Ch. Oxf. 1714; principal of New Hall Oxf. 1726-32; FRCP 1732; see Stephen Fox (1704-76).	WIGAN, JOHN	John Wigan
5110	WIGMORE, see Green 1782	WIGMORE	Wigmore
5111	WILBRAHAM, GEORGE (1741-1813) of Nantwich, Ches.; 1st s. of Roger Wilbraham; Trin. Camb. 1758; Dilettanti 1770; m. 1774 Maria Harvey; MP 1789-90.	WILBRAHAM, GEORGE	George Wilbraham
5112	WILBRAHAM, JOHN, 3rd s. of Roger Wilbraham of Nantwich, Ches., bro. of George, Roger and Thomas Wilbraham; see George Wilbraham.	WILBRAHAM, JOHN, 3rd s. of Roger Wilbraham of Nantwich, Ches., bro. of George, Roger and Thomas Wilbraham	John Wilbraham
5113	WILBRAHAM, RANDLE (1773-1861) of Mount Hall, Yorks, 2nd surv. s. of Richard Wilbraham Bootle of Rode Hall, Ches.; m. 1 1798 Laetitia Rudd (d. 1805).	WILBRAHAM, RANDLE	Randle Wilbraham
5114	WILBRAHAM, ROGER (1743-1829), bibliophile, 2nd s. of Roger Wilbraham of Nantwich, Ches., bro. of George, John and Thomas Wilbraham; Trin. Camb. 1760; fell. 1767; I.Temple 1763; Dilettanti 1786; FSA, FRS; MP 1786-96; unm.	WILBRAHAM, ROGER	Roger Wilbraham
5115	WILBRAHAM, THOMAS (b. 1751), 4th s. of Roger Wilbraham of Nantwich, Ches.; see Roger Wilbraham.	WILBRAHAM, THOMAS	Thomas Wilbraham
5116	WILCOCKS, JOSEPH (1724-91), antiquarian, o. s. of Bp. Joseph Wilcocks; Ch.Ch. Oxf. 1740; MA 1747; FSA 1765; unm.	WILCOCKS, JOSEPH	Joseph Wilcocks
5117	WILCOX, JAMES	WILCOX, JAMES	James Wilcox
5118	WILKENS, PETER WILLIAM, merchant.	WILKENS, PETER WILLIAM, merchant.	Peter William Wilkens
5119	WILKES, JOHN (1725-97), politician, 2nd s. of Israel Wilkes of Clerkenwell; L.Inn 1742; Leiden 1744-6; m. 1747 Mary Mead; FRS 1749; MP 1757-64, 1768-9, 1774-90; Ld. Mayor of London 1774-5.	WILKES, JOHN	John Wilkes
5120	WILKES, JOSEPH, see Charles Dormer	WILKES, JOSEPH	Joseph Wilkes
5121	WILKINS, ABBÉ WILLIAM (d. 1758)	WILKINS, ABB	Abb Wilkins
5122	WILKINSON, JAMES	WILKINSON, JAMES	James Wilkinson
5123	WILKINSON, JOSEPH	WILKINSON, JOSEPH	Joseph Wilkinson
5124	WILKINSON, JOSHUA LUCOCK, of Gray's Inn; author of The Wanderer, or anecdotes and incidents, the result and occurrences of a ramble on foot, through France, Germany, and Italy, in 1791 and 1793 [1798]; confined to north Italy and Savoy.	WILKINSON, JOSHUA LUCOCK, of Gray	Joshua Lucock Wilkinson
5125	WILKINSON, MONTAGU; m. 1784 Anne Catherine Hobart.	WILKINSON, MONTAGU	Montagu Wilkinson
5126	WILKINSON, PINCKNEY (c.1693-1784), merchant, of Burnham, Norf.; MP 1774-84; m. 1735 Miss Thurloe; see Thomas Pitt of Boconnoc.	WILKINSON, PINCKNEY	Pinckney Wilkinson
5127	WILKINSON	WILKINSON	Wilkinson
5128	WILLIAM, CHARLOTTE (b. c.1777), illeg. dau. of 5th D. of Devonshire by Charlotte Spencer; m. Mr Heaton, nephew of Heaton, the Chatsworth agent; see Lady Elizabeth Foster.	WILLIAM, CHARLOTTE	Charlotte William
5129	WILLIAMS, CHARLES HANBURY (1708-59) of Coldbrook, Mon., writer and diplomat, 4th s. of John Hanbury; educ. Eton; suc. god-fa. 1729 taking name of Williams; m. 1732 Ldy. Frances Coningsby, dau. of 1st E. Coningsby; Dilettanti 1736; KB 1744; MP 1735-47, 1754-9; env. Dresden 1747-9, 1751-5, Berlin 1750-1, amb. St Petersburg 1755-7.	WILLIAMS, CHARLES HANBURY	Charles Hanbury Williams
5130	WILLIAMS, FRANCIS	WILLIAMS, FRANCIS	Francis Williams
5131	WILLIAMS, JAMES	WILLIAMS, JAMES	James Williams
5132	WILLIAMS, JOHN	WILLIAMS, JOHN	John Williams
5133	WILLIAMS, JOHN (c.1738-1805), m. Sarah (d. 1786).	WILLIAMS, JOHN	John Williams
5134	WILLIAMS, JOHN	WILLIAMS, JOHN	John Williams
5135	WILLIAMS, JOSEPH	WILLIAMS, JOSEPH	Joseph Williams
5136	WILLIAMS, PETER	WILLIAMS, PETER	Peter Williams
5137	WILLIAMS, RICHARD, of Topsom, Devon.	WILLIAMS, RICHARD, of Topsom, Devon.	Richard Williams
5138	WILLIAMS, ROBERT (1764-1830) of Plas y Nant, Caer., and Friars, Anglesey, sis. of Sir Hugh Williams of Penrhyn; educ. Westminster and Harrow; army officer, ensign 1782, lt.-col. 1794; MP 1790-1830; suc. fa. 1794 as 9th Bt.; m. 1799 Anne Hughes.	WILLIAMS, ROBERT	Robert Williams
5139	WILLIAMS, SAMUEL, see Thomas Williams	WILLIAMS, SAMUEL	Samuel Williams
5140	WILLIAMS, SOLOMON (1757-1824), painter, s. of Richard Williams, goldsmith, of Dublin; Dublin Soc. Schools 1771; exh. SA Dublin 1777, 1780; RA Schools 1781; exh. RA 1791-2, 1796, 1803-4, 1806: BI 1807-8: SA Dublin 1809-1821; founder member Royal Hibernian Acad. 1823.	WILLIAMS, SOLOMON	Solomon Williams
5141	WILLIAMS, THOMAS (fl. 1680-1720), merchant banker.	WILLIAMS, THOMAS	Thomas Williams
5142	WILLIAMS	WILLIAMS	Williams
5143	WILLIAMSON, JAMES (1720-72) of Cardrona, Peeb.; s. and h. of Walter Williamson (d. 1735).	WILLIAMSON, JAMES	James Williamson
5144	WILLIAMSON, REV. JOHN (d. 1763), FRS 1749; English chapl. Lisbon; d. Lisbon; see Thomas, 7th Earl of Haddington, and Hon. George Hamilton Baillie.	WILLIAMSON, REV. JOHN	Rev. John Williamson
5145	WILLIAMSON, JOHN	WILLIAMSON, JOHN	John Williamson
5146	WILLIAMSON, J.	WILLIAMSON, J.	J. Williamson
5147	WILLIAMSON, THOMAS	WILLIAMSON, THOMAS	Thomas Williamson
5148	WILLIAMSON	WILLIAMSON	Williamson
5149	WILLIS, architect from Scotland	WILLIS, architect from Scotland	Willis
5150	WILLISON, GEORGE (1741-97), painter, b. Edinburgh; London 1767; exh. SA 1767-70, 1777-8: RA 1771-2; India 1774-80; Edinburgh c.1784-d.	WILLISON, GEORGE	George Willison
5151	WILLOUGHBY, CHICHESTER	WILLOUGHBY, CHICHESTER	Chichester Willoughby
5152	WILLOUGHBY, HENRY (1726-1800) of Birdsall, Yorks, 1st surv. s. of Hon. Thomas Willoughby; m. 1756 Dorothy Cartwright; suc. cos. 1781 as 5th B. Middleton; FRS 1787; FSA 1791; .	WILLOUGHBY, HENRY	Henry Willoughby
5153	WILLOUGHBY, ROBERT	WILLOUGHBY, ROBERT	Robert Willoughby
5154	WILLOUGHBY, THOMAS, probably Hon. Thomas Willoughby, 1728-81, 2nd s. of 2nd B. Middleton; m. 1770 Georgiana Chadwick; suc. bro. 1774 as 4th B.	WILLOUGHBY, THOMAS, probably Hon. Thomas Willoughby, 1728-81, 2nd s. of 2nd B. Middleton	Thomas Willoughby
5155	WILLS, HAUGHTON (c.1710-82), merchant.	WILLS, HAUGHTON	Haughton Wills
5156	WILLS, painter, possibly James Wills, fl. 1740- 77, painter and priest; London 1740; dir. of St Martin's Lane acad. 1743-6; ord. 1754; exh. SA 1760-1, 1767; FS 1766; chapl. SA 1768-73.	WILLS, painter, possibly James Wills, fl. 1740- 77, painter and priest	Wills
5157	WILLS, MR and MRS	WILLS, MR and MRS	Mr And Mrs Wills
5158	WILLYAMS, COOPER (1762-1816); Emmanuel Camb. 1780; ord. 1784; vic. of Exning, Suff.; naval chapl. serving with Nelson.	WILLYAMS, COOPER	Cooper Willyams
5159	WILMOT	WILMOT	Wilmot
5160	WILSEY, a British consul.	WILSEY, a British consul.	Wilsey
5161	WILSON, ANDREW (1780-1848), painter and dealer; b. Edinburgh; studied under Alexander Nasmyth; RA schools 1795.	WILSON, ANDREW	Andrew Wilson
5162	WILSON, DANIEL (1746-1828), o. s. of Edward Wilson of Dallam Tower, Westmor.; m. 1778 Beatrice Egerton (d. 1779), 2 1782 Sarah Harper.	WILSON, DANIEL	Daniel Wilson
5163	WILSON, JAMES, see Thomas Green	WILSON, JAMES	James Wilson
5164	WILSON, MARY, see Francis Hammond	WILSON, MARY	Mary Wilson
5165	WILSON, RICHARD (1713-82), painter; b. Penegoes, Wales; to London 1729 and studied under T. Wright; exh. SA 1760-8: RA 1769-80; founder member of RA 1769; RA lib. 1776; retired to Wales 1781.	WILSON, RICHARD	Richard Wilson
5166	WILSON, ROBERT, riding master to John, Lord Hervey.	WILSON, ROBERT, riding master to John, Lord Hervey.	Robert Wilson
5167	WILSON, THOMAS (c.1721-73), merchant from Carlisle.	WILSON, THOMAS	Thomas Wilson
5168	WILSON	WILSON	Wilson
5169	WILTON, 1ST EARL OF, see Thomas, Baron Grey de Wilton	WILTON, 1ST EARL OF	1st Earl Of Wilton
5170	WILTON, JOSEPH (1722-1803), sculptor, studied under his father in London, with Delvaux in Brabant and J.-B. Pigalle in Paris; dir. of the D. of Richmond's gallery in Whitehall; founder member RA 1768; exh. RA 1769-83; keeper RA 1790-d.	WILTON, JOSEPH	Joseph Wilton
5171	WINCHILSEA, 8TH EARL OF, see Daniel, Lord Finch	WINCHILSEA, 8TH EARL OF	8th Earl Of Winchilsea
5172	WINCHILSEA, GEORGE FINCH, 9TH EARL OF (1752-1826), o. s. of Hon. William Finch; educ. Eton and Ch.Ch. Oxf. 1767; suc. uncle 1769 as 9th E. of Winchilsea and 4th E. of Nottingham; army officer, maj. 1779, lt.-col. 1780; FSA 1791; KG 1805; FRS 1807; unm.	WINCHILSEA, GEORGE FINCH, 9TH EARL OF	George Finch, 9th Earl Of Winchilsea
5173	WINDER, SAMUEL and THOMAS, merchants.	WINDER, SAMUEL and THOMAS, merchants.	Samuel And Thomas Winder
5174	WINDHAM, JAMES	WINDHAM, JAMES	James Windham
5175	WINDHAM, ['SIR JOHN']	WINDHAM, [	['Sir John'] Windham
5176	WINDHAM, JOSEPH (1738-1810), antiquary, of Earsham, Norf.; Christ's Camb. 1756; m. 1769 Hon. Charlotte de Grey, dau. of 1st B. Walsingham; FSA 1775; FRS 1781; Dilettanti 1779; see Henry Penruddocke Wyndham.	WINDHAM, JOSEPH	Joseph Windham
5177	WINDHAM, WILLIAM (1717-61), s. of Ashe Windham of Felbrigg, Norf.; m. 1749 Sarah Hicks.	WINDHAM, WILLIAM	William Windham
5178	WINDHAM, WILLIAM (1750-1810), statesman and mathematician, o. s. of William Windham of Felbrigg, Norf.; educ. Eton, Glasgow U. 1766, and Univ. Coll. Oxf. 1767; MP 1784-1810; m. 1798 Cecilia Forrest.	WINDHAM, WILLIAM	William Windham
5179	WINN, SIR ROWLAND, 4TH BT. (c.1706-65) of Nostell Priory, Yorks; suc. fa. 1722 as 4th Bt.	WINN, SIR ROWLAND, 4TH BT.	Sir Rowland, 4th Bt. Winn
5180	WINNE, BARON	WINNE, BARON	Baron Winne
5181	WINNE	WINNE	Winne
5182	WINNINGTON, presumably Edward Winnington (1749-1805), o. s. of Sir Edward Winnington of Stanford Court, Worcs; educ. Eton and Ch.Ch. Oxf. 1767; m. 1776 Hon. Anne Foley, dau. of 1st B. Foley; MP 1777-1805; Dilettanti 1788; suc. fa. 1791 as 2nd Bt.	WINNINGTON, presumably Edward Winnington	Winnington
5183	WINSLEY, see Mansell 1763	WINSLEY	Winsley
5184	WINSTANLEY, HAMLET (1694-1756), painter, of Warrington, Lancs; studied at Kneller's academy c.1718-21; employed by the 10th Earl of Derby from 1722.	WINSTANLEY, HAMLET	Hamlet Winstanley
5185	WINSTANLEY, SAMUEL	WINSTANLEY, SAMUEL	Samuel Winstanley
5186	WINSTON	WINSTON	Winston
5187	WINTER, RALPH	WINTER, RALPH	Ralph Winter
5188	WINTER, CAPT., Jacobite.	WINTER, CAPT., Jacobite.	Capt. Winter
5189	WINTHROP, GEORGE, see John Thomson	WINTHROP, GEORGE	George Winthrop
5190	WINTON, GEORGE SETON, 5TH EARL OF (c.1680-1749), 1st s. of 4th E. of Winton [S]; suc. fa. 1704 as 5th E.; attainted 1716, but escaped to France; unm.; d. Rome.	WINTON, GEORGE SETON, 5TH EARL OF	George Seton, 5th Earl Of Winton
5191	WISE, MATTHEW (1703-76) of the Priory, nr. Warwick, s. of Henry Wise (1653-1738), the King's gardener.	WISE, MATTHEW	Matthew Wise
5192	WISEMAN, CHARLES (fl. 1738-d. 1778), composer; d. Rome.	WISEMAN, CHARLES	Charles Wiseman
5193	WODEHOUSE, JOHN (1741-1834), 1st s. of Sir Airmyne Wodehouse of Kimberley, Norf.; educ. Westminster and Ch.Ch. Oxf. 1758; suc. fa. 1777 as 6th Bt.; m. 1769 Sophia Berkeley; MP 1784-97; cr. 1797 B. Wodehouse.	WODEHOUSE, JOHN	John Wodehouse
5194	WODEHOUSE, THOMAS, possibly Thomas Wodehouse, 1747-c.1803, 3rd s. of Sir Airmyne Wodehouse of Kimberley, Norf.; Queen's Oxf. 1763; DCL; M.Temple 1771; m. 1782 Sarah Campbell.	WODEHOUSE, THOMAS, possibly Thomas Wodehouse, 1747-c.1803, 3rd s. of Sir Airmyne Wodehouse of Kimberley, Norf.	Thomas Wodehouse
5195	WOGAN, CHARLES (1684-1754), Jacobite mercenary; 2nd s. of William Wogan of Rathcoffy; attainted 1716 and escaped to France; served in Dillon's French rgt. -1718; cr. Bt.[J] 1719; brig.-gen. 1722; served in Spain from 1720; m. 1725 Miss O'Driscoll; gov. La Mancha by 1730, Barcelona 1750.	WOGAN, CHARLES	Charles Wogan
5196	WOGAN, NICHOLAS (1700-70), yr. s. of William Wogan of Rathcoffy; attainted 1716, but reprieved at Newgate May 1716; lt. in Dillon's French rgt.; naturalised French citizen 1724; m. Rosa O'Neill.	WOGAN, NICHOLAS	Nicholas Wogan
5197	WOGAN	WOGAN	Wogan
5198	WOLF, see also Woolfe	WOLF	Wolf
5199	WOLF	WOLF	Wolf
5200	WOLLASTON MR and MRS, see Benjamin Pugh	WOLLASTON MR and MRS	Wollaston Mr And Mrs
5201	WOLSTENHOLME, see Frederick Parr	WOLSTENHOLME	Wolstenholme
5202	WOMBWELL, SIR GEORGE, 2ND BT. (1769- 1846), o. s. of Sir George Wombwell of Wombwell, Yorks; Trin. Camb. 1786; suc. fa. 1780 as 2nd Bt.; m. 1 1791 Ldy. Anne Belasyse (d. 1808), dau. of 2nd E. Fauconberg, 2 1813 Eliza Little; Dilettanti 1796.	WOMBWELL, SIR GEORGE, 2ND BT.	Sir George, 2nd Bt. Wombwell
5203	WOOD, GEORGE (and see Capt. Wood)	WOOD, GEORGE	George Wood
5204	WOOD, CAPT. MICHAEL	WOOD, CAPT. MICHAEL	Capt. Michael Wood
5205	WOOD, PATRICK, from Scotland, see Sir James Nasmyth	WOOD, PATRICK, from Scotland	Patrick Wood
5206	WOOD, ROBERT (1717?-71), archaeologist and traveller, b. Riverstown Castle, co. Meath; Glasgow U. 1732; M.Temple 1736; m. Ann Skottowe; Dilettanti 1763; MP 1761-71.	WOOD, ROBERT	Robert Wood
5207	WOOD, ABBÉ (d. 1755)	WOOD, ABB	Abb Wood
5208	WOOD, CAPT.	WOOD, CAPT.	Capt. Wood
5209	WOOD	WOOD	Wood
5210	WOODBURN, COL. (d. 1798) and MRS	WOODBURN, COL.	Col. Woodburn
5211	WOODFALL	WOODFALL	Woodfall
5212	WOODFORD, RALPH (fl. 1758-72), diplomat; sec. Turin 1758, res. Hamburg, 1763-72.	WOODFORD, RALPH	Ralph Woodford
5213	WOODFORDE, SAMUEL (1765-1817), painter; RA schools 1782; exh. RA 1784-1815: BI 1806-15; ARA 1800, RA 1807.	WOODFORDE, SAMUEL	Samuel Woodforde
5214	WOODHOUSE, OLLYETT, see Edward Rigby	WOODHOUSE, OLLYETT	Ollyett Woodhouse
5215	WOODSTOCK, HENRY BENTINCK, VISCOUNT (1682-1726), 1st. surv. s. of 1st E. of Portland; sty. Vct. Woodstock 1689-1709 when suc. fa. as 2nd E.; m. 1704 Ldy. Elizabeth Noel, dau. of 2nd E. of Gainsborough; MP 1705-9; ; cr. D. of Portland 1716; gov. Jamaica 1721-6.	WOODSTOCK, HENRY BENTINCK, VISCOUNT	Henry Bentinck, Viscount Woodstock
5216	WOODWARD, RICHARD, see Richard Combe	WOODWARD, RICHARD	Richard Woodward
5217	WOODYEARE, JOHN (1728-1812), o. s. of William Woodyeare of Crookhill, Yorks; Trin. Camb. 1748; m. 1761 Frances Turbutt.	WOODYEARE, JOHN	John Woodyeare
5218	WOOLFE, JAMES GORDON	WOOLFE, JAMES GORDON	James Gordon Woolfe
5219	WOOLFE, W.	WOOLFE, W.	W. Woolfe
5220	WORSELEY, WILLIAM	WORSELEY, WILLIAM	William Worseley
5221	WORSLEY, SIR RICHARD, 7TH BT. (1751- 1805) of Appuldercombe, Isle of Wight, 1st s. of Sir Thomas Worsley; educ. Winchester and Corpus Oxf. 1768; suc. fa. 1768 as 7th Bt.; MP 1774-79, 1780-4, 1790-3, 1796-1801; m. 1775 Seymour Dorothy Fleming (div. 1782); Dilettanti 1778; res. Venice 1793-7.	WORSLEY, SIR RICHARD, 7TH BT.	Sir Richard, 7th Bt. Worsley
5222	WORSLEY, SIR THOMAS, 6TH BT. (1728-68) of Appuldercombe, Isle of Wight; m. 1750 Ldy. Elizabeth Boyle (d. 1800), dau. of 5th E. of Cork and Orrery [I].	WORSLEY, SIR THOMAS, 6TH BT.	Sir Thomas, 6th Bt. Worsley
5223	WORSLEY, THOMAS (1710-78) of Hovingham Hall, Yorks, 1st s. of Thomas Worsley; educ. Eton; m. 1757 Elizabeth Lister; surv.-gen. Office of Works 1760-d.; MP 1761-74.	WORSLEY, THOMAS	Thomas Worsley
5224	WORSLEY, COL., see Col. Turnor	WORSLEY, COL.	Col. Worsley
5225	WORSLEY, 'a near relation of Sir Thomas Worsley who is at Naples', i.e. a Worsley of Appuldercombe; possibly Thomas Worsley of Pidford, Isle of Wight (Wal.Corr., 22:476-7n).	WORSLEY,	A Near Relation Of Sir Thomas Worsley Who Is At Naples' Worsley
5226	WORSLEY	WORSLEY	Worsley
5227	WORTH	WORTH	Worth
5228	WORTLEY MONTAGU, see Montagu	WORTLEY MONTAGU	Wortley Montagu
5229	WRAXALL, NATHANIEL WILLIAM (1751-1831) of Laleham, Mx., s. of Nathaniel Wraxall; India 1769-71; northern Europe 1774-6; author of Cursory Remarks made in a tour through Northern Europe [1775]; MP 1780-94; m. 1789 Jane Lascelles; cr. Bt. 1813.	WRAXALL, NATHANIEL WILLIAM	Nathaniel William Wraxall
5230	WRAY, DANIEL (1701-83), antiquarian, yst. s. of Sir Daniel Wray, Kt., of London; Queens' Camb. 1718; FRS 1729; FSA 1741; BM Trustee 1765; m. Mary Darell.	WRAY, DANIEL	Daniel Wray
5231	WREY, SIR BOURCHIER, 6TH BT. (c.1714-84) of Tawstock, Devon, 1st s. of Sir Bourchier Wrey; suc. fa. 1726 as 6th Bt.; educ. Winchester and New Coll. Oxf. 1732; Dilettanti 1742; MP 1748-54; m. 1 1749 Mary Edwards (d. 1751), 2 1755 Ellen Thresher.	WREY, SIR BOURCHIER, 6TH BT.	Sir Bourchier, 6th Bt. Wrey
